"EVENT","CATEGORY","LEVEL","PLAY_TIME_AVG","HINT_USED_SUM","ATTEMPT_SUM","RETRY_SUM","SKIPPED_SUM","COUNT","COUNT %","USERS","EVENTS PER USER","ENGAGEMENT","TOTAL ACTIVE"
"levelUp","EASY","44","15.999999999999996","0","150","22","0","22","0.0014000000000000002","22","1","0.0304","723"
"levelUp","DRAW_TO_SAVE","17","15.045454545454545","0","9","31","0","22","0.0014000000000000002","22","1","0.0304","723"
"levelUp","DRAW_TO_SAVE","20","14.136363636363637","0","9","31","0","22","0.0014000000000000002","22","1","0.0304","723"
"levelUp","EASY","45","8.227272727272728","0","51","22","0","22","0.0014000000000000002","22","1","0.0304","723"
"levelUp","DRAW_TO_SAVE","9","10.272727272727273","0","2","24","0","22","0.0014000000000000002","22","1","0.0304","723"
"levelUp","DRAW_TO_SAVE","19","9.454545454545453","0","0","22","0","22","0.0014000000000000002","22","1","0.0304","723"
"levelUp","EASY","34","13.045454545454547","0","93","23","0","22","0.0014000000000000002","22","1","0.0304","723"
"levelUp","DRAW_TO_SAVE","3","11.818181818181818","0","2","24","0","22","0.0014000000000000002","22","1","0.0304","723"
"levelUp","EASY","23","15.095238095238095","0","30","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DRAW_TO_SAVE","12","13.809523809523808","0","6","27","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DETECTIVE_CASES","50","24.904761904761905","0","4","22","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","CUT_TO_SAVE","3","7.428571428571429","0","1","22","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","CUT_TO_SAVE","7","11.619047619047619","1","3","24","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","CUT_TO_SAVE","2","7.952380952380953","0","2","23","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","EASY","37","11.619047619047619","0","23","44","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DETECTIVE_CASES","41","19.238095238095237","2","4","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","TRICKY","16","24.142857142857142","1","3","22","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","MR_BULLET","1","8.23809523809524","0","0","22","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","EASY","46","29.142857142857146","0","0","21","1","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","EASY","43","18.333333333333336","0","12","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","TRICKY","6","14.047619047619047","0","111","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DRAW_TO_SAVE","11","19.23809523809524","0","22","43","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","CUT_TO_SAVE","9","16.904761904761905","0","3","24","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DETECTIVE_CASES","46","21.095238095238095","0","10","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","TRICKY","15","44.04761904761905","1","180","24","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","CAR_PARK","2","6.380952380952382","0","0","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","MR_BULLET","11","10.714285714285714","0","0","22","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","EASY","38","12.428571428571427","0","1","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DETECTIVE_CASES","38","10.04761904761905","0","8","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","EASY","35","17.19047619047619","0","15","36","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DRAW_TO_SAVE","18","14.428571428571429","0","5","26","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DRAW_TO_SAVE","7","14.571428571428571","0","10","31","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DETECTIVE_CASES","39","31.952380952380945","0","22","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","EASY","32","20.714285714285715","0","0","22","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","CAR_PARK","3","9.428571428571429","0","2","23","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","TRICKY","5","13.476190476190476","0","0","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DETECTIVE_CASES","43","23.9047619047619","0","9","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DETECTIVE_CASES","49","20.095238095238095","0","9","22","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DETECTIVE_CASES","33","22.047619047619044","0","5","21","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","DRAW_TO_SAVE","6","18.142857142857142","0","18","39","0","21","0.0014000000000000002","21","1","0.028999999999999998","723"
"levelUp","CAR_PARK","1","6.6","0","0","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","EASY","49","25.949999999999996","0","12","35","0","20","0.0013","20","1","0.0277","723"
"levelUp","TRICKY","9","17.3","0","9","29","0","20","0.0013","20","1","0.0277","723"
"levelUp","TRICKY","18","32.05","0","63","85","0","20","0.0013","20","1","0.0277","723"
"levelUp","DETECTIVE_CASES","21","10.55","0","0","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","CUT_TO_SAVE","4","8.8","0","3","23","0","20","0.0013","20","1","0.0277","723"
"levelUp","DETECTIVE_CASES","44","30.1","0","9","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","DETECTIVE_CASES","23","14.45","0","3","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","MR_BULLET","17","11.1","0","0","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","EASY","48","17.550000000000004","0","3","23","0","20","0.0013","20","1","0.0277","723"
"levelUp","MR_BULLET","12","7.850000000000001","0","0","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","DETECTIVE_CASES","34","23.7","0","23","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","EASY","78","29.700000000000003","0","0","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","MR_BULLET","16","9.749999999999998","0","0","21","0","20","0.0013","20","1","0.0277","723"
"levelUp","CUT_TO_SAVE","12","15.25","0","3","23","0","20","0.0013","20","1","0.0277","723"
"levelUp","DETECTIVE_CASES","48","24.7","0","19","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","DETECTIVE_CASES","47","29.65","0","24","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","TRICKY","7","23","0","5","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","CUT_TO_SAVE","6","9.100000000000001","1","3","23","0","20","0.0013","20","1","0.0277","723"
"levelUp","DRAW_TO_SAVE","2","12.95","0","2","22","0","20","0.0013","20","1","0.0277","723"
"levelUp","DETECTIVE_CASES","45","16.2","0","0","21","0","20","0.0013","20","1","0.0277","723"
"levelUp","DETECTIVE_CASES","37","28.15","0","5","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","EASY","40","16.749999999999996","0","21","41","0","20","0.0013","20","1","0.0277","723"
"levelUp","MR_BULLET","19","12.950000000000001","0","0","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","TRICKY","10","11.45","0","0","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","EASY","36","12.15","0","66","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","CUT_TO_SAVE","11","14.450000000000001","0","1","21","0","20","0.0013","20","1","0.0277","723"
"levelUp","EASY","42","20.249999999999996","0","0","20","0","20","0.0013","20","1","0.0277","723"
"levelUp","MR_BULLET","18","15.349999999999998","0","0","22","0","20","0.0013","20","1","0.0277","723"
"levelUp","MR_BULLET","13","9.31578947368421","0","0","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","REMEMBER_FACE","1","16.63157894736842","0","1","20","0","19","0.0012","19","1","0.0263","723"
"levelUp","DETECTIVE_CASES","20","12.631578947368421","0","0","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","TRICKY","21","38.421052631578945","3","109","19","1","19","0.0012","19","1","0.0263","723"
"levelUp","DETECTIVE_CASES","18","9.31578947368421","0","0","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","CUT_TO_SAVE","5","13.000000000000002","0","4","25","1","19","0.0012","19","1","0.0263","723"
"levelUp","TRICKY","2","14.684210526315788","0","12","31","0","19","0.0012","19","1","0.0263","723"
"levelUp","DETECTIVE_CASES","32","10.526315789473687","0","0","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","EASY","79","16.736842105263154","0","19","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","EASY","51","8.631578947368421","0","0","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","MR_BULLET","15","28","0","0","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","CAR_PARK","4","9.526315789473685","0","1","20","0","19","0.0012","19","1","0.0263","723"
"levelUp","CAR_PARK","6","8.631578947368421","0","0","22","1","19","0.0012","19","1","0.0263","723"
"levelUp","TRICKY","1","6.052631578947369","0","0","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","CUT_TO_SAVE","10","13.631578947368421","0","1","20","0","19","0.0012","19","1","0.0263","723"
"levelUp","EASY","53","19.684210526315788","0","1","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","CUT_TO_SAVE","8","9.368421052631579","0","1","20","0","19","0.0012","19","1","0.0263","723"
"levelUp","EASY","57","24.842105263157897","0","0","20","0","19","0.0012","19","1","0.0263","723"
"levelUp","TRICKY","3","7.894736842105263","0","1","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","MR_BULLET","14","9.157894736842104","0","0","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","EASY","47","31.57894736842105","0","31","46","0","19","0.0012","19","1","0.0263","723"
"levelUp","TRICKY","20","13.789473684210526","0","0","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","EASY","52","11","0","24","19","0","19","0.0012","19","1","0.0263","723"
"levelUp","DETECTIVE_CASES","57","23.722222222222218","0","1","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","CUT_TO_SAVE","1","7.611111111111111","0","0","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","MR_BULLET","20","17.444444444444443","0","0","20","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","EASY","55","7.833333333333334","0","2","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DETECTIVE_CASES","31","18.944444444444443","0","10","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","TRICKY","8","10.166666666666666","0","0","19","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","FLASHBACK","26","30.888888888888893","0","19","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","EASY","50","15.777777777777775","0","2","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","REMEMBER_FACE","2","10.611111111111109","0","2","20","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DRAW_TO_SAVE","21","15.222222222222225","0","6","24","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","EASY","56","34.00000000000001","0","0","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DETECTIVE_CASES","17","6.500000000000001","0","0","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DETECTIVE_CASES","53","18.888888888888886","0","12","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DETECTIVE_CASES","19","11.055555555555557","0","0","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","TRICKY","19","22.444444444444446","0","23","42","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DETECTIVE_CASES","24","17.833333333333332","0","2","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DETECTIVE_CASES","58","26.444444444444446","0","7","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DETECTIVE_CASES","60","18.72222222222222","0","8","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DETECTIVE_CASES","13","7.777777777777779","0","0","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","MR_BULLET","39","41.111111111111114","0","0","27","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","DETECTIVE_CASES","22","17.61111111111111","0","8","18","0","18","0.0012","18","1","0.024900000000000002","723"
"levelUp","EASY","61","19.294117647058822","0","17","32","0","17","0.0011","17","1","0.0235","723"
"levelUp","DETECTIVE_CASES","16","12.058823529411764","1","0","18","0","17","0.0011","17","1","0.0235","723"
"levelUp","TRICKY","70","20.23529411764706","0","18","35","0","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","83","12.47058823529412","0","43","19","0","17","0.0011","17","1","0.0235","723"
"levelUp","MR_BULLET","49","23.11764705882353","0","0","18","0","17","0.0011","17","1","0.0235","723"
"levelUp","DRAW_TO_SAVE","56","22.764705882352942","0","16","33","0","17","0.0011","17","1","0.0235","723"
"levelUp","CAR_PARK","9","9.647058823529413","0","2","22","0","17","0.0011","17","1","0.0235","723"
"levelUp","DRAW_TO_SAVE","29","11.88235294117647","0","3","20","0","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","64","21.41176470588235","1","0","18","0","17","0.0011","17","1","0.0235","723"
"levelUp","FLASHBACK","2","17.352941176470587","0","3","20","0","17","0.0011","17","1","0.0235","723"
"levelUp","DRAW_TO_SAVE","52","20.29411764705882","0","31","48","0","17","0.0011","17","1","0.0235","723"
"levelUp","CAR_PARK","8","8.35294117647059","0","0","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","TRICKY","91","20.58823529411765","1","28","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","MR_BULLET","86","15.529411764705882","0","0","20","0","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","70","26.294117647058822","0","54","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","77","9.47058823529412","0","0","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","DETECTIVE_CASES","27","15.529411764705882","0","2","18","1","17","0.0011","17","1","0.0235","723"
"levelUp","TRICKY","90","27.41176470588235","0","0","17","0","17","0.0011","16","1.06","0.022099999999999998","723"
"levelUp","REMEMBER_FACE","4","7.647058823529412","0","1","18","0","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","58","13.11764705882353","0","11","28","1","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","54","23.58823529411765","0","36","52","0","17","0.0011","17","1","0.0235","723"
"levelUp","DETECTIVE_CASES","70","13.235294117647058","0","1","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","67","24.823529411764707","0","42","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","TRICKY","25","21.176470588235293","0","0","19","0","17","0.0011","17","1","0.0235","723"
"levelUp","DRAW_TO_SAVE","23","8.823529411764705","0","4","21","0","17","0.0011","17","1","0.0235","723"
"levelUp","CAR_PARK","7","8.058823529411764","0","0","17","1","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","65","18.41176470588235","0","474","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","FLASHBACK","1","20.294117647058826","0","13","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","CAR_PARK","5","12.235294117647058","0","5","24","0","17","0.0011","17","1","0.0235","723"
"levelUp","DRAW_TO_SAVE","34","14.294117647058822","0","2","19","0","17","0.0011","17","1","0.0235","723"
"levelUp","DETECTIVE_CASES","59","23.470588235294116","0","5","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","62","24.176470588235297","1","224","18","0","17","0.0011","17","1","0.0235","723"
"levelUp","DETECTIVE_CASES","52","24.764705882352942","0","5","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","DRAW_TO_SAVE","31","13","0","3","20","0","17","0.0011","17","1","0.0235","723"
"levelUp","EASY","80","27.11764705882353","0","12","29","0","17","0.0011","17","1","0.0235","723"
"levelUp","DETECTIVE_CASES","51","13.470588235294116","0","0","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","CAR_PARK","10","10.176470588235295","0","0","17","0","17","0.0011","17","1","0.0235","723"
"levelUp","TRICKY","77","15.625000000000004","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","23","29.624999999999996","0","22","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","EASY","68","24.5","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","REMEMBER_FACE","12","14.125000000000002","0","13","29","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","32","11.312500000000002","0","3","19","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","REMEMBER_FACE","10","13.875","0","9","25","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","33","12.4375","0","2","18","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","24","25","0","4","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","58","24.125","0","0","29","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","88","12.25","0","0","17","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","54","19.312499999999996","0","8","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","92","28.5625","1","37","17","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","71","19.3125","1","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","69","22.562500000000004","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","FLASHBACK","29","27.249999999999996","0","2","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","53","21.6875","0","26","44","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","30","11.5625","0","6","22","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","72","12","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","61","10.0625","0","24","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","22","16.562499999999996","0","8","24","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","84","22","0","0","23","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","40","16.124999999999996","0","7","23","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","63","10.3125","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","63","22.8125","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","85","11.3125","0","0","17","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","14","8.562500000000002","0","17","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","MR_BULLET","89","8.624999999999998","0","0","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","62","9.8125","0","45","16","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","REMEMBER_FACE","3","13.75","0","8","24","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","24","12.8125","0","3","19","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","EASY","81","25.937500000000004","0","48","69","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","TRICKY","59","31","1","0","93","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DRAW_TO_SAVE","80","22.187499999999996","0","22","38","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","EASY","72","23.4375","0","15","31","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","CUT_TO_SAVE","13","25.1875","0","10","26","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","REMEMBER_FACE","8","12.5625","0","3","19","0","16","0.001","16","1","0.022099999999999998","723"
"levelUp","DETECTIVE_CASES","56","19.3125","0","8","16","0","16","0.001","16","1","0.022099999999999998","723"
